Player,Agents,Kills,Deaths,Assists,Average Damage Per Round,Assists Per Round,Kills Per Round,First Kills,First Deaths,simple_score
Ethan,"breach, kayo",39,29,24,150.0,0.49,0.8,1,4,2.39
s0m,brimstone,14,15,15,108.0,0.54,0.5,1,1,2.02
s0m,viper,16,11,5,146.0,0.24,0.76,2,0,2.46
s0m,"brimstone, viper",30,26,20,124.0,0.41,0.61,3,1,2.1599999999999997
FiNESSE,cypher,9,19,7,78.0,0.25,0.32,2,3,1.05
FiNESSE,killjoy,10,15,4,62.0,0.19,0.48,1,1,1.19
FiNESSE,"cypher, killjoy",19,34,11,71.0,0.22,0.39,3,4,0.9199999999999998
brawk,gekko,17,13,7,153.0,0.33,0.81,2,1,2.57
brawk,tejo,19,16,8,123.0,0.29,0.68,3,4,1.8000000000000003
brawk,"gekko, tejo",36,29,15,136.0,0.31,0.73,5,5,1.9000000000000004
mada,raze,25,17,3,181.0,0.11,0.89,9,4,2.41
mada,reyna,24,16,8,242.0,0.38,1.14,7,4,3.54
mada,"raze, reyna",49,33,11,207.0,0.22,1.0,16,8,2.49
Mazino,breach,21,16,9,154.0,0.39,0.91,0,2,2.6399999999999997
Mazino,harbor,12,16,4,111.0,0.18,0.55,2,1,1.74
Mazino,"breach, harbor",33,32,13,133.0,0.29,0.73,2,3,2.05
Melser,brimstone,17,15,5,141.0,0.22,0.74,3,1,2.27
Melser,viper,15,14,2,109.0,0.09,0.68,2,1,1.76
Melser,"brimstone, viper",32,29,7,125.0,0.16,0.71,5,2,1.9200000000000002
keznit,jett,20,15,1,169.0,0.05,0.91,4,3,2.3499999999999996
keznit,neon,18,18,3,146.0,0.13,0.78,6,5,1.87
keznit,"jett, neon",38,33,4,157.0,0.09,0.84,10,8,1.7
Shyy,killjoy,21,13,2,158.0,0.09,0.95,2,2,2.42
Shyy,vyse,17,14,2,142.0,0.09,0.74,2,2,2.05
Shyy,"killjoy, vyse",38,27,4,150.0,0.09,0.84,4,4,2.03
adverso,sova,18,11,2,149.0,0.09,0.82,3,2,2.1999999999999997
adverso,tejo,10,16,8,107.0,0.35,0.43,0,2,1.6500000000000001
adverso,"sova, tejo",28,27,10,127.0,0.22,0.62,3,4,1.71
artzin,breach,16,14,8,135.0,0.38,0.76,1,1,2.39
artzin,harbor,5,14,6,72.0,0.38,0.31,1,4,1.0099999999999998
artzin,kayo,17,15,11,154.0,0.5,0.77,3,2,2.61
artzin,"breach, harbor, kayo",38,43,25,125.0,0.42,0.64,5,7,1.6099999999999999
cortezia,cypher,20,14,3,164.0,0.14,0.91,1,1,2.59
cortezia,killjoy,11,7,2,134.0,0.13,0.69,2,1,2.06
cortezia,omen,8,15,6,66.0,0.29,0.38,1,1,1.23
cortezia,"cypher, killjoy, omen",39,36,11,121.0,0.19,0.66,4,3,1.76
aspas,jett,63,33,3,174.0,0.05,1.07,14,8,2.0600000000000005
xenom,omen,16,15,9,118.0,0.41,0.73,3,1,2.2199999999999998
xenom,viper,26,20,8,110.0,0.22,0.7,2,4,1.62
xenom,"omen, viper",42,35,17,113.0,0.29,0.71,5,5,1.63
Verno,sova,24,19,13,119.0,0.34,0.63,3,1,2.06
Verno,tejo,21,13,7,178.0,0.33,1.0,2,2,2.91
Verno,"sova, tejo",45,32,20,140.0,0.34,0.76,5,3,2.2
raafa,breach,11,16,15,111.0,0.71,0.52,1,3,2.04
raafa,kayo,10,32,21,58.0,0.55,0.26,1,2,1.1900000000000002
raafa,"breach, kayo",21,48,36,76.0,0.61,0.36,2,5,1.23
havoc,jett,26,31,3,133.0,0.08,0.68,13,15,0.5899999999999999
havoc,yoru,15,18,3,132.0,0.14,0.71,5,3,1.8699999999999999
havoc,"jett, yoru",41,49,6,133.0,0.1,0.69,18,18,0.32000000000000006
heat,killjoy,9,12,0,100.0,0.0,0.56,0,0,1.56
heat,viper,9,17,4,94.0,0.19,0.43,1,3,1.26
heat,vyse,20,16,5,169.0,0.23,0.91,0,0,2.83
heat,"killjoy, viper, vyse",38,45,9,124.0,0.15,0.64,1,3,1.7300000000000002
Khalil,omen,28,30,7,119.0,0.16,0.65,2,5,1.5
Khalil,viper,8,13,3,103.0,0.19,0.5,1,0,1.72
Khalil,"omen, viper",36,43,10,115.0,0.17,0.61,3,5,1.43
pryze,sova,23,14,8,197.0,0.36,1.05,1,0,3.38
pryze,tejo,20,28,7,105.0,0.19,0.54,1,2,1.58
pryze,"sova, tejo",43,42,15,139.0,0.25,0.73,2,2,2.17
Boostio,breach,11,18,20,91.0,0.87,0.48,0,0,2.2600000000000002
Boostio,killjoy,7,20,3,84.0,0.14,0.32,0,4,0.9
Boostio,"breach, killjoy",18,38,23,88.0,0.51,0.4,0,4,1.3900000000000001
zander,brimstone,14,16,9,118.0,0.39,0.61,2,4,1.7799999999999998
zander,viper,10,17,10,107.0,0.45,0.45,4,2,1.7700000000000002
zander,"brimstone, viper",24,33,19,112.0,0.42,0.53,6,6,1.4700000000000002
Cryocells,chamber,17,15,3,137.0,0.13,0.74,2,2,2.04
Cryocells,jett,17,17,3,144.0,0.14,0.77,3,3,2.05
Cryocells,"chamber, jett",34,32,6,140.0,0.13,0.76,5,5,1.79
Asuna,gekko,18,18,3,148.0,0.14,0.82,1,4,2.04
Asuna,neon,20,21,4,168.0,0.17,0.87,7,4,2.32
Asuna,"gekko, neon",38,39,7,158.0,0.16,0.84,8,8,1.78
eeiu,sova,17,14,8,146.0,0.36,0.77,1,0,2.59
eeiu,tejo,17,13,4,153.0,0.17,0.74,1,1,2.34
eeiu,"sova, tejo",34,27,12,149.0,0.27,0.76,2,1,2.42
Rossy,breach,15,21,10,94.0,0.36,0.54,2,5,1.3399999999999999
Rossy,kayo,7,18,17,94.0,0.81,0.33,2,2,1.8800000000000001
Rossy,"breach, kayo",22,39,27,94.0,0.55,0.45,4,7,1.2399999999999998
Demon1,brimstone,19,15,8,109.0,0.29,0.68,3,0,2.06
Demon1,jett,16,17,3,139.0,0.14,0.76,5,3,1.99
Demon1,"brimstone, jett",35,32,11,122.0,0.22,0.71,8,3,1.8499999999999999
tex,killjoy,17,16,2,155.0,0.1,0.81,0,2,2.26
tex,vyse,14,19,6,108.0,0.21,0.5,1,6,1.19
tex,"killjoy, vyse",31,35,8,128.0,0.16,0.63,1,8,1.2700000000000002
kiNgg,neon,22,20,9,135.0,0.32,0.79,5,3,2.16
kiNgg,viper,16,15,4,142.0,0.19,0.76,1,2,2.17
kiNgg,"neon, viper",38,35,13,138.0,0.27,0.78,6,5,1.9299999999999997
C0M,tejo,24,32,12,101.0,0.24,0.49,2,4,1.3399999999999999
s0m,astra,30,19,23,150.0,0.62,0.81,2,0,2.93
s0m,brimstone,43,54,49,108.0,0.6,0.53,6,8,1.41
s0m,omen,97,84,44,150.0,0.37,0.82,10,13,1.39
s0m,viper,29,27,9,140.0,0.23,0.74,3,3,2.0700000000000003
s0m,"astra, brimstone, omen, viper",199,184,125,136.0,0.45,0.72,21,24,0.1299999999999999
Ethan,breach,110,110,61,126.0,0.38,0.68,11,7,1.62
Ethan,kayo,28,25,24,136.0,0.6,0.7,1,4,2.2600000000000002
Ethan,yoru,34,38,11,112.0,0.2,0.61,9,6,1.33
Ethan,"breach, harbor, kayo, yoru",191,189,103,128.0,0.37,0.69,23,18,0.5399999999999998
FiNESSE,cypher,67,104,44,104.0,0.31,0.47,9,18,0.020000000000000018
FiNESSE,killjoy,38,52,14,92.0,0.18,0.5,4,5,1.1
FiNESSE,vyse,30,40,20,121.0,0.36,0.54,5,1,2.01
FiNESSE,"cypher, killjoy, vyse",135,196,78,104.0,0.28,0.49,18,24,-0.5900000000000003
brawk,sova,60,62,30,126.0,0.32,0.65,3,7,1.5299999999999998
brawk,tejo,106,111,47,124.0,0.29,0.66,7,10,1.19
brawk,"gekko, sova, tejo",183,186,84,127.0,0.31,0.67,12,18,0.44999999999999996
mada,jett,76,69,18,152.0,0.19,0.8,22,18,0.7099999999999997
mada,neon,39,48,18,127.0,0.28,0.61,12,14,0.76
mada,raze,86,69,17,171.0,0.18,0.91,23,18,0.9999999999999998
mada,"jett, neon, raze, reyna",225,202,61,160.0,0.22,0.82,64,54,-2.7600000000000002
pANcada,astra,74,50,23,182.0,0.32,1.01,6,3,2.8500000000000005
pANcada,omen,131,137,70,133.0,0.36,0.68,19,13,1.07
pANcada,"astra, brimstone, omen, viper",235,207,107,148.0,0.35,0.77,28,20,0.6000000000000001
tuyz,breach,60,73,50,102.0,0.44,0.53,3,5,1.49
tuyz,cypher,30,34,16,106.0,0.28,0.53,3,5,1.37
tuyz,"breach, cypher, fade, viper, vyse",137,162,85,111.0,0.35,0.56,11,13,0.72
v1nny,breach,52,91,53,84.0,0.44,0.43,3,8,0.9099999999999999
v1nny,"breach, kayo, tejo",74,130,76,86.0,0.45,0.44,4,15,0.25
lukxo,cypher,38,26,6,186.0,0.16,1.03,7,1,2.9499999999999997
lukxo,viper,68,49,14,171.0,0.21,1.0,15,10,1.92
lukxo,vyse,66,54,21,165.0,0.28,0.89,9,6,2.2199999999999998
lukxo,"cypher, killjoy, viper, vyse",195,145,46,173.0,0.23,0.96,35,18,1.1199999999999999
cauanzin,sova,20,29,8,111.0,0.21,0.51,2,5,1.33
cauanzin,tejo,151,163,55,125.0,0.23,0.62,14,27,-0.6000000000000001
cauanzin,"fade, sova, tejo",184,212,71,122.0,0.23,0.6,17,35,-1.4500000000000002
dgzin,jett,41,48,11,128.0,0.18,0.66,8,12,0.9199999999999999
dgzin,neon,117,94,25,158.0,0.2,0.92,33,16,1.1
dgzin,raze,24,34,9,116.0,0.2,0.55,4,7,1.21
dgzin,yoru,33,35,8,112.0,0.16,0.66,9,13,0.6400000000000001
dgzin,"jett, neon, raze, reyna, yoru",230,230,59,136.0,0.19,0.75,59,52,-2.9000000000000004
Demon1,brimstone,41,33,19,141.0,0.37,0.79,4,4,2.1700000000000004
Demon1,jett,34,34,5,150.0,0.12,0.83,9,8,1.6500000000000001
Demon1,omen,49,56,30,126.0,0.41,0.66,6,8,1.53
Demon1,"astra, brimstone, jett, neon, omen, viper",175,165,66,139.0,0.29,0.76,27,25,-0.06000000000000005
Rossy,breach,97,102,51,126.0,0.38,0.71,7,12,1.1499999999999995
Rossy,kayo,15,29,26,85.0,0.68,0.39,4,4,1.52
Rossy,tejo,27,28,8,129.0,0.21,0.69,2,4,1.79
Rossy,"breach, deadlock, kayo, tejo",143,173,85,115.0,0.37,0.62,13,23,-0.1600000000000006
tex,killjoy,37,31,2,164.0,0.05,0.88,6,3,2.2699999999999996
tex,viper,35,46,10,104.0,0.16,0.55,7,6,1.15
tex,vyse,79,72,27,139.0,0.25,0.74,11,10,1.38
tex,"cypher, killjoy, viper, vyse",159,163,41,132.0,0.18,0.69,26,24,-0.2100000000000004
C0M,sova,18,31,4,115.0,0.11,0.49,2,1,1.65
C0M,tejo,108,115,49,120.0,0.28,0.62,8,8,1.3
C0M,"fade, sova, tejo",135,157,65,118.0,0.28,0.59,10,11,0.9499999999999997
kiNgg,neon,34,40,16,117.0,0.31,0.65,8,9,1.23
kiNgg,yoru,61,71,15,123.0,0.16,0.64,15,18,0.2300000000000002
kiNgg,"neon, omen, viper, waylay, yoru",148,167,56,123.0,0.24,0.65,31,38,-1.6800000000000002
Melser,astra,30,26,21,150.0,0.54,0.77,4,2,2.61
Melser,brimstone,28,31,8,124.0,0.21,0.72,5,2,1.97
Melser,omen,82,93,53,106.0,0.38,0.58,11,16,0.41999999999999993
Melser,viper,59,73,35,119.0,0.34,0.57,7,9,1.1999999999999997
Melser,"astra, brimstone, omen, viper",199,223,117,118.0,0.36,0.62,27,29,-0.7400000000000002
Mazino,breach,110,119,77,129.0,0.48,0.68,10,11,1.35
Mazino,harbor,87,74,22,152.0,0.21,0.84,9,12,1.37
Mazino,vyse,35,31,13,156.0,0.33,0.9,6,4,2.39
Mazino,"breach, deadlock, harbor, vyse",243,241,114,139.0,0.35,0.75,25,28,-0.31000000000000005
Shyy,chamber,27,28,10,133.0,0.26,0.69,4,4,1.8800000000000003
Shyy,cypher,20,19,9,97.0,0.26,0.59,2,3,1.5199999999999998
Shyy,killjoy,73,59,14,119.0,0.13,0.7,7,6,1.42
Shyy,vyse,98,79,20,144.0,0.16,0.8,8,5,1.9
Shyy,"chamber, cypher, killjoy, viper, vyse",236,197,62,130.0,0.19,0.73,23,19,0.3199999999999996
keznit,jett,116,89,23,159.0,0.18,0.91,32,14,1.28
keznit,neon,61,55,14,164.0,0.2,0.87,17,15,1.21
keznit,yoru,86,83,38,146.0,0.35,0.78,26,18,0.7899999999999998
keznit,"jett, neon, raze, yoru",271,242,80,153.0,0.25,0.84,76,50,-2.38
adverso,sova,102,102,48,123.0,0.3,0.63,11,11,1.06
adverso,tejo,79,118,37,110.0,0.23,0.49,8,16,0.21999999999999997
adverso,"sova, tejo",181,220,85,117.0,0.26,0.56,19,27,-0.7100000000000002
v1c,astra,74,60,42,118.0,0.4,0.71,8,11,1.19
v1c,brimstone,31,27,25,124.0,0.63,0.78,4,2,2.45
v1c,omen,137,114,82,139.0,0.46,0.77,15,14,1.22
v1c,viper,25,33,9,127.0,0.2,0.54,1,3,1.7099999999999997
v1c,"astra, brimstone, omen, viper",267,234,158,130.0,0.43,0.73,28,30,-0.54
mitch,breach,108,132,91,120.0,0.51,0.6,7,14,0.9099999999999995
mitch,harbor,34,28,17,135.0,0.37,0.74,3,6,1.8599999999999999
mitch,sova,100,95,44,134.0,0.31,0.7,11,8,1.55
mitch,"breach, harbor, sova",242,255,152,128.0,0.41,0.66,21,28,-0.4500000000000002
neT,cypher,145,157,49,105.0,0.2,0.6,15,19,-0.050000000000000044
neT,deadlock,39,45,10,121.0,0.18,0.68,7,6,1.4700000000000002
neT,killjoy,25,38,6,98.0,0.13,0.54,4,3,1.3499999999999999
neT,"cypher, deadlock, killjoy, viper",223,252,68,107.0,0.19,0.61,28,28,-0.9300000000000002
OXY,jett,164,155,31,158.0,0.16,0.86,39,32,-0.6000000000000001
OXY,neon,78,84,22,156.0,0.22,0.8,27,24,0.17999999999999972
OXY,yoru,49,40,15,133.0,0.25,0.83,11,10,1.4100000000000001
OXY,"jett, neon, raze, yoru",300,297,69,151.0,0.19,0.82,78,70,-4.48
Xeppaa,sova,63,57,28,140.0,0.32,0.72,8,5,1.94
Xeppaa,tejo,91,94,29,126.0,0.21,0.66,4,12,0.9299999999999997
Xeppaa,vyse,25,24,10,132.0,0.26,0.66,3,1,2.14
Xeppaa,yoru,86,68,29,149.0,0.28,0.83,14,8,1.7999999999999996
Xeppaa,"sova, tejo, vyse, yoru",265,243,96,137.0,0.26,0.72,29,26,-0.25
bang,astra,76,65,45,127.0,0.45,0.76,11,7,1.7799999999999998
bang,omen,247,209,126,130.0,0.38,0.75,34,27,-0.27000000000000046
bang,viper,36,31,18,156.0,0.4,0.8,5,5,2.2600000000000002
bang,"astra, omen, viper",359,305,189,132.0,0.4,0.76,50,39,-1.42
johnqt,breach,84,58,78,122.0,0.66,0.71,4,7,1.8899999999999997
johnqt,kayo,52,60,55,112.0,0.61,0.58,3,5,1.81
johnqt,tejo,168,127,58,142.0,0.26,0.75,14,8,1.6299999999999997
johnqt,"breach, kayo, sova, tejo, viper",327,275,199,128.0,0.42,0.69,21,22,0.1899999999999995
N4RRATE,breach,77,71,54,127.0,0.53,0.76,7,8,1.76
N4RRATE,fade,69,83,68,118.0,0.57,0.58,8,9,1.4300000000000002
N4RRATE,sova,73,57,35,170.0,0.37,0.77,8,3,2.54
N4RRATE,tejo,84,73,37,150.0,0.33,0.74,15,4,2.1700000000000004
N4RRATE,"breach, fade, gekko, iso, sova, tejo",327,316,204,137.0,0.43,0.69,40,32,-0.71
Zellsis,cypher,65,66,21,131.0,0.22,0.68,10,13,0.9099999999999999
Zellsis,killjoy,27,29,10,119.0,0.22,0.6,5,6,1.4099999999999997
Zellsis,viper,65,97,38,94.0,0.26,0.45,12,17,-0.050000000000000266
Zellsis,vyse,124,130,53,121.0,0.28,0.66,13,18,0.34999999999999987
Zellsis,"cypher, killjoy, viper, vyse",281,322,122,114.0,0.26,0.59,40,54,-3.4100000000000006
zekken,jett,84,64,15,165.0,0.17,0.93,25,17,1.0499999999999998
zekken,neon,79,63,28,138.0,0.29,0.81,13,18,0.6799999999999999
zekken,yoru,220,172,50,156.0,0.21,0.91,53,39,-1.2200000000000002
zekken,"jett, neon, omen, raze, yoru",409,332,113,151.0,0.24,0.86,97,81,-5.489999999999999
valyn,astra,191,172,91,133.0,0.36,0.76,23,13,1.1500000000000001
valyn,harbor,30,29,7,128.0,0.17,0.71,3,5,1.6600000000000001
valyn,omen,248,230,123,125.0,0.35,0.71,24,39,-1.5900000000000003
valyn,"astra, brimstone, harbor, omen",488,450,230,128.0,0.35,0.74,53,59,-3.5300000000000002
JonahP,breach,196,245,174,101.0,0.48,0.54,23,22,-0.16999999999999993
JonahP,fade,73,87,71,110.0,0.56,0.57,5,13,0.9299999999999999
JonahP,kayo,70,79,91,104.0,0.71,0.55,11,6,1.6999999999999997
JonahP,viper,20,29,9,102.0,0.21,0.48,6,7,1.0099999999999998
JonahP,"breach, fade, kayo, viper",359,440,345,103.0,0.52,0.54,45,48,-2.710000000000001
leaf,killjoy,43,29,5,181.0,0.12,1.02,6,2,2.75
leaf,viper,181,153,63,151.0,0.29,0.83,31,34,-0.7700000000000005
leaf,vyse,305,259,122,153.0,0.32,0.81,49,26,0.06000000000000005
leaf,"cypher, killjoy, viper, vyse",547,460,195,154.0,0.29,0.83,88,65,-3.84
jawgemo,gekko,22,29,13,102.0,0.31,0.52,1,5,1.35
jawgemo,waylay,120,107,27,136.0,0.18,0.79,29,28,-0.4700000000000002
jawgemo,yoru,372,335,110,143.0,0.23,0.79,86,69,-4.45
jawgemo,"gekko, waylay, yoru",514,471,150,139.0,0.23,0.78,116,102,-7.800000000000001
trent,tejo,505,391,222,146.0,0.33,0.76,49,38,-1.2500000000000004
supamen,astra,69,63,25,128.0,0.28,0.78,6,4,1.94
supamen,brimstone,28,29,27,136.0,0.6,0.62,3,4,2.18
supamen,omen,40,48,17,118.0,0.28,0.66,4,10,1.12
supamen,viper,143,141,45,129.0,0.22,0.69,12,14,0.8
supamen,"astra, brimstone, omen, viper",280,281,114,128.0,0.28,0.7,25,32,-0.9400000000000004
yay,astra,29,34,12,122.0,0.27,0.66,6,3,1.8499999999999999
yay,clove,88,91,27,144.0,0.25,0.8,10,18,0.6900000000000002
yay,cypher,78,63,8,170.0,0.1,0.94,15,8,1.9400000000000002
yay,jett,107,90,14,156.0,0.11,0.88,33,15,1.0499999999999998
yay,"astra, clove, cypher, jett, killjoy, yoru",327,314,64,147.0,0.16,0.82,71,53,-2.8500000000000005
NaturE,breach,88,110,69,111.0,0.46,0.59,4,9,1.2600000000000002
NaturE,fade,79,77,42,125.0,0.38,0.72,8,4,1.9500000000000002
NaturE,kayo,32,40,24,118.0,0.46,0.62,5,7,1.5599999999999996
NaturE,vyse,51,65,31,122.0,0.35,0.57,5,10,1.1399999999999997
NaturE,"breach, fade, kayo, vyse",250,292,166,118.0,0.41,0.62,22,30,-0.79
icy,killjoy,49,38,6,173.0,0.12,0.94,6,5,2.29
icy,raze,165,147,34,159.0,0.17,0.83,35,38,-1.2100000000000004
icy,waylay,40,49,7,113.0,0.11,0.66,10,10,0.8999999999999999
icy,yoru,51,60,15,136.0,0.21,0.73,12,14,0.8999999999999997
icy,"jett, killjoy, raze, waylay, yoru",316,308,63,147.0,0.16,0.79,64,67,-4.28
Derrek,sova,66,81,31,127.0,0.27,0.58,2,5,1.62
Derrek,tejo,190,188,72,129.0,0.25,0.66,15,15,0.7000000000000002
Derrek,"sova, tejo",256,269,103,129.0,0.26,0.64,17,20,0.18999999999999995
zander,astra,87,94,53,126.0,0.4,0.66,7,8,1.5200000000000002
zander,brimstone,55,39,28,145.0,0.44,0.86,10,7,2.05
zander,omen,79,90,64,113.0,0.49,0.61,10,15,0.73
zander,viper,41,60,34,108.0,0.41,0.5,10,9,1.0899999999999999
zander,"astra, brimstone, omen, viper",262,283,179,121.0,0.44,0.64,37,39,-1.6100000000000003
Boostio,breach,74,103,74,97.0,0.5,0.5,5,7,1.27
Boostio,cypher,46,80,16,90.0,0.16,0.45,7,12,0.30999999999999983
Boostio,killjoy,83,112,19,121.0,0.14,0.59,17,17,0.23999999999999977
Boostio,"breach, cypher, killjoy, vyse",211,309,111,104.0,0.27,0.52,31,38,-1.9700000000000002
Cryocells,chamber,60,36,8,165.0,0.13,0.94,9,3,2.42
Cryocells,iso,87,69,34,159.0,0.33,0.85,11,8,1.97
Cryocells,jett,79,59,8,158.0,0.1,0.96,10,15,1.1400000000000001
Cryocells,sage,69,58,29,159.0,0.35,0.82,9,5,2.26
Cryocells,yoru,68,55,15,149.0,0.2,0.89,6,11,1.48
Cryocells,"chamber, iso, jett, sage, yoru",363,277,94,158.0,0.23,0.89,45,42,-1.5
eeiu,fade,28,35,16,111.0,0.33,0.58,1,3,1.72
eeiu,sova,150,132,52,137.0,0.25,0.71,6,11,1.23
eeiu,tejo,95,97,42,121.0,0.28,0.64,7,5,1.63
eeiu,"fade, sova, tejo",273,264,110,128.0,0.27,0.67,14,19,0.32000000000000006
Asuna,gekko,53,62,29,118.0,0.35,0.65,3,10,1.1799999999999997
Asuna,neon,146,172,64,137.0,0.3,0.68,44,38,-1.4500000000000002
Asuna,raze,61,67,14,149.0,0.17,0.73,20,23,0.08999999999999986
Asuna,"gekko, neon, raze, tejo",278,318,119,135.0,0.29,0.68,69,74,-5.08
xenom,astra,42,42,20,105.0,0.29,0.62,3,4,1.56
xenom,omen,126,123,81,124.0,0.45,0.69,11,14,0.9799999999999998
xenom,viper,172,154,54,120.0,0.22,0.69,17,25,-0.3900000000000001
xenom,"astra, omen, viper",340,319,155,120.0,0.31,0.68,31,43,-2.11
artzin,breach,183,229,139,122.0,0.47,0.61,27,32,-0.9000000000000004
artzin,harbor,60,64,20,119.0,0.22,0.67,14,11,0.98
artzin,kayo,56,90,38,108.0,0.34,0.5,11,18,0.1200000000000001
artzin,"breach, harbor, kayo",299,383,197,119.0,0.39,0.6,52,61,-3.920000000000001
cortezia,cypher,118,101,24,132.0,0.16,0.77,15,14,0.8499999999999999
cortezia,killjoy,66,56,20,141.0,0.22,0.73,9,8,1.5599999999999998
cortezia,omen,102,117,48,114.0,0.3,0.64,14,14,0.6799999999999999
cortezia,vyse,73,69,21,139.0,0.22,0.75,11,7,1.6599999999999997
cortezia,"cypher, killjoy, omen, vyse",359,343,113,129.0,0.23,0.72,49,43,-2.0599999999999996
aspas,jett,312,217,50,153.0,0.14,0.88,69,50,-2.45
aspas,neon,84,72,16,155.0,0.16,0.87,20,15,1.08
aspas,waylay,40,34,3,139.0,0.06,0.83,8,9,1.38
aspas,"jett, neon, waylay",436,323,69,152.0,0.14,0.87,97,74,-4.87
Verno,sova,89,67,47,135.0,0.35,0.67,7,7,1.67
Verno,tejo,266,214,99,137.0,0.27,0.72,19,17,0.6600000000000001
Verno,"sova, tejo",355,281,146,137.0,0.29,0.71,26,24,-0.03000000000000025
lz,astra,38,48,29,104.0,0.48,0.62,3,4,1.7400000000000002
lz,omen,97,94,52,121.0,0.39,0.72,12,15,0.8199999999999998
lz,viper,30,29,9,142.0,0.24,0.79,6,6,1.85
lz,"astra, omen, viper",165,171,90,120.0,0.38,0.71,21,25,-0.20999999999999996
PxS,fade,43,46,19,125.0,0.31,0.7,5,6,1.6599999999999997
PxS,kayo,42,63,45,96.0,0.53,0.49,6,10,0.98
PxS,"breach, fade, kayo, sova",106,141,76,106.0,0.4,0.56,15,21,-0.08000000000000007
gobera,cypher,43,47,6,134.0,0.1,0.69,8,7,1.4299999999999997
gobera,tejo,103,123,37,123.0,0.22,0.6,9,16,0.44999999999999973
gobera,"cypher, tejo",146,170,43,126.0,0.18,0.62,17,23,-0.2400000000000002
silentzz,iso,43,56,8,137.0,0.13,0.69,6,7,1.4899999999999998
silentzz,killjoy,20,33,2,100.0,0.05,0.53,0,2,1.3800000000000001
silentzz,vyse,89,96,29,130.0,0.22,0.66,11,11,1.08
silentzz,"iso, killjoy, vyse",152,185,39,127.0,0.17,0.65,17,20,0.08999999999999986
Askia,jett,62,62,13,144.0,0.15,0.73,13,13,1.0199999999999998
Askia,yoru,84,93,21,125.0,0.16,0.66,20,20,0.07000000000000028
Askia,"jett, raze, yoru",161,171,35,134.0,0.15,0.69,35,37,-1.52
Khalil,astra,23,39,8,95.0,0.17,0.49,3,5,1.1099999999999999
Khalil,omen,104,110,37,123.0,0.24,0.67,10,19,0.24
Khalil,"astra, brimstone, omen, viper",147,176,50,116.0,0.21,0.62,15,24,-0.4100000000000006
raafa,breach,57,75,46,92.0,0.4,0.5,4,10,0.8200000000000001
raafa,kayo,33,73,31,84.0,0.36,0.38,4,10,0.5800000000000001
raafa,"breach, kayo, tejo",106,178,86,91.0,0.36,0.45,9,26,-0.8799999999999999
heat,clove,52,54,17,122.0,0.22,0.68,7,6,1.52
heat,vyse,63,72,15,132.0,0.16,0.69,5,7,1.4699999999999998
heat,"clove, cypher, killjoy, viper, vyse",146,180,38,116.0,0.16,0.62,15,19,0.039999999999999813
pryze,fade,55,64,24,112.0,0.26,0.59,3,10,0.9700000000000002
pryze,sova,53,50,15,136.0,0.2,0.72,3,2,2.08
pryze,tejo,32,54,13,95.0,0.19,0.47,1,4,1.21
pryze,"fade, sova, tejo",140,168,52,115.0,0.22,0.59,7,16,0.3599999999999999
havoc,jett,33,44,4,121.0,0.08,0.63,15,18,0.11999999999999988
havoc,neon,70,76,17,140.0,0.19,0.77,22,15,0.8599999999999999
havoc,yoru,49,64,9,113.0,0.12,0.64,14,12,0.6899999999999997
havoc,"jett, neon, raze, yoru",156,200,32,121.0,0.14,0.66,54,51,-3.0900000000000007
Sylvan,astra,25,20,5,168.0,0.21,1.04,3,1,2.8299999999999996
Sylvan,brimstone,12,14,10,139.0,0.53,0.63,2,0,2.55
Sylvan,omen,15,18,7,140.0,0.35,0.75,1,1,2.4
Sylvan,"astra, brimstone, omen",52,52,22,150.0,0.35,0.83,6,2,2.4799999999999995
iZu,fade,16,8,3,132.0,0.16,0.84,2,1,2.22
iZu,yoru,27,33,9,115.0,0.2,0.61,10,8,1.16
iZu,"fade, yoru",43,41,12,120.0,0.19,0.68,12,9,1.1700000000000004
stax,fade,13,15,6,134.0,0.3,0.65,0,2,2.09
stax,kayo,8,14,15,90.0,0.79,0.42,0,2,1.91
stax,sova,12,18,10,98.0,0.42,0.5,1,2,1.7
stax,"fade, kayo, sova",33,47,31,107.0,0.49,0.52,1,6,1.48
Meteor,killjoy,15,19,5,116.0,0.21,0.63,2,1,1.9
Meteor,viper,7,19,5,92.0,0.25,0.35,2,1,1.42
Meteor,vyse,17,14,4,154.0,0.21,0.89,2,4,2.24
Meteor,"killjoy, viper, vyse",39,52,14,120.0,0.22,0.62,6,6,1.44
BuZz,neon,17,20,9,134.0,0.38,0.71,2,3,2.13
BuZz,raze,31,28,4,151.0,0.1,0.79,5,5,1.9
BuZz,"neon, raze",48,48,13,145.0,0.21,0.76,7,8,1.6199999999999999
Smoggy,astra,11,17,11,79.0,0.46,0.46,2,4,1.31
Smoggy,brimstone,11,13,8,97.0,0.42,0.58,0,1,1.8699999999999999
Smoggy,omen,16,11,10,153.0,0.5,0.8,0,1,2.73
Smoggy,"astra, brimstone, omen",38,41,29,108.0,0.46,0.6,2,6,1.54
S1Mon,breach,11,12,8,89.0,0.4,0.55,0,2,1.6400000000000001
S1Mon,fade,19,17,9,152.0,0.38,0.79,0,1,2.59
S1Mon,kayo,7,14,13,63.0,0.68,0.37,0,1,1.58
S1Mon,"breach, fade, kayo",37,43,30,105.0,0.48,0.59,0,4,1.7200000000000002
