no,username,region,Weapon,kills,headshot(%)
5147,ttv phc彡#17y,br, Phantom ,"5,008",28.00%
5148,GALORYS faelzin#sarah,br, Vandal ,"9,267",33.60%
5149,GALORYS faelzin#sarah,br, Phantom ,"3,444",30.20%
5150,GALORYS faelzin#sarah,br, Ghost ,"1,248",44.40%
5151,Small z#TOCA,br, Vandal ,"27,033",45.70%
5152,Small z#TOCA,br, Phantom ,"11,583",41.50%
5153,Small z#TOCA,br, Ghost ,"3,600",47.60%
5154,Bielzin#2000,br, Vandal ,"16,107",21.60%
5155,Bielzin#2000,br, Phantom ,"7,484",17.70%
5156,Bielzin#2000,br, Spectre ,"2,915",13.40%
5157,fooxWETNIKVTSKNI#NTJ,br, Vandal ,"31,331",32.60%
5158,fooxWETNIKVTSKNI#NTJ,br, Ghost ,"3,677",37.00%
5159,fooxWETNIKVTSKNI#NTJ,br, Phantom ,"3,670",28.40%
5160,ODK sw#2002,br, Vandal ,"25,705",38.30%
5161,ODK sw#2002,br, Phantom ,"5,610",33.10%
5162,ODK sw#2002,br, Spectre ,"4,218",26.00%
5163,Forceezin#OXEN,br, Vandal ,"15,039",40.50%
5164,Forceezin#OXEN,br, Phantom ,"2,941",32.20%
5165,Forceezin#OXEN,br, Ghost ,"2,122",42.60%
5166,gbz#59hz,br, Vandal ,"16,707",37.30%
5167,gbz#59hz,br, Phantom ,"7,289",31.60%
5168,gbz#59hz,br, Sheriff ,"2,288",44.20%
5169,lepedrin#free,br, Vandal ,"47,233",41.90%
5170,lepedrin#free,br, Sheriff ,"5,508",55.80%
5171,lepedrin#free,br, Phantom ,"5,300",35.50%
5172,aMazing#jesus,br, Vandal ,"26,717",33.40%
5173,aMazing#jesus,br, Phantom ,"6,703",29.30%
5174,aMazing#jesus,br, Ghost ,"3,911",38.00%
5175,galaxyysmokeS#iwnl,br, Vandal ,"17,970",37.80%
5176,galaxyysmokeS#iwnl,br, Phantom ,"6,059",31.00%
5177,galaxyysmokeS#iwnl,br, Ghost ,"2,103",45.30%
5178,rafa soca triste#BR2,br, Vandal ,"19,026",34.60%
5179,rafa soca triste#BR2,br, Ghost ,"2,124",36.60%
5180,rafa soca triste#BR2,br, Phantom ,"1,754",28.80%
5181,Heaven Shadow#Empty,br, Vandal ,"26,215",37.20%
5182,Heaven Shadow#Empty,br, Phantom ,"11,027",33.20%
5183,Heaven Shadow#Empty,br, Ghost ,"3,712",38.60%
5184,kzr#bala,br, Vandal ,"20,536",42.00%
5185,kzr#bala,br, Phantom ,"5,782",37.50%
5186,kzr#bala,br, Ghost ,"2,552",48.20%
5187,myssen#mavi,br, Vandal ,"21,587",52.10%
5188,myssen#mavi,br, Phantom ,"5,737",45.80%
5189,myssen#mavi,br, Sheriff ,"3,839",68.60%
5190,caiobazSSJ#zinn,br, Vandal ,"42,745",37.20%
5191,caiobazSSJ#zinn,br, Phantom ,"15,470",31.00%
5192,caiobazSSJ#zinn,br, Sheriff ,"6,814",50.40%
5193,Terak#022,br, Vandal ,"23,322",46.30%
5194,Terak#022,br, Phantom ,"5,739",40.60%
5195,Terak#022,br, Ghost ,"3,206",54.70%
5196,ruso 生#vida,br, Vandal ,"8,644",37.00%
5197,ruso 生#vida,br, Ghost ,791,42.70%
5198,ruso 生#vida,br, Phantom ,708,30.80%
5199,AJF meg4zin#mega,br, Vandal ,"6,812",35.10%
5200,AJF meg4zin#mega,br, Phantom ,"3,213",30.80%
5201,AJF meg4zin#mega,br, Spectre ,"1,062",22.60%
5202,vai subir 70#420,br, Vandal ,"8,827",30.70%
5203,vai subir 70#420,br, Phantom ,"1,173",27.50%
5204,vai subir 70#420,br, Spectre ,"1,068",16.00%
5205,RND#japz,br, Phantom ,"12,312",32.70%
5206,RND#japz,br, Operator ,"10,247",7.20%
5207,RND#japz,br, Vandal ,"9,793",35.60%
5208,luidluidluidluid#Luid,br, Vandal ,"26,145",37.20%
5209,luidluidluidluid#Luid,br, Phantom ,"12,366",32.80%
5210,luidluidluidluid#Luid,br, Spectre ,"3,954",25.80%
5211,FWX#15y,br, Vandal ,"20,177",33.40%
5212,FWX#15y,br, Phantom ,"6,967",30.30%
5213,FWX#15y,br, Ghost ,"2,757",42.20%
5214,Nash 水#CRM,br, Vandal ,"8,770",37.20%
5215,Nash 水#CRM,br, Phantom ,"1,785",30.10%
5216,Nash 水#CRM,br, Spectre ,"1,162",28.10%
5217,drakonz乡#tiger,br, Vandal ,"30,237",41.10%
5218,drakonz乡#tiger,br, Phantom ,"6,123",34.00%
5219,drakonz乡#tiger,br, Sheriff ,"4,176",54.50%
5220,BladeZ#uwu,br, Vandal ,"33,550",44.40%
5221,BladeZ#uwu,br, Phantom ,"8,850",39.50%
5222,BladeZ#uwu,br, Ghost ,"5,039",49.00%
5223,foqs#asuna,br, Vandal ,"29,494",37.10%
5224,foqs#asuna,br, Phantom ,"8,055",32.40%
5225,foqs#asuna,br, Spectre ,"4,987",23.50%
5226,favelado chique#7557,br, Vandal ,"81,010",41.00%
5227,favelado chique#7557,br, Phantom ,"23,513",34.10%
5228,favelado chique#7557,br, Ghost ,"11,726",47.70%
5229,Fesb the demon#17yrs,br, Vandal ,"14,001",34.90%
5230,Fesb the demon#17yrs,br, Phantom ,"6,375",31.40%
5231,Fesb the demon#17yrs,br, Ghost ,"2,043",40.00%
5232,Kato#dsat,br, Vandal ,"17,175",30.60%
5233,Kato#dsat,br, Phantom ,"10,302",27.80%
5234,Kato#dsat,br, Spectre ,"3,175",22.00%
5235,9z Tuli#ATX,br, Vandal ,"9,359",49.20%
5236,9z Tuli#ATX,br, Phantom ,"1,324",41.60%
5237,9z Tuli#ATX,br, Ghost ,"1,315",50.50%
5238,AndyZ#YCSM,br, Vandal ,"29,011",27.00%
5239,AndyZ#YCSM,br, Phantom ,"6,498",24.10%
5240,AndyZ#YCSM,br, Spectre ,"4,206",20.30%
5241,V1 demon#amand,br, Vandal ,"29,290",42.90%
5242,V1 demon#amand,br, Phantom ,"3,502",34.60%
5243,V1 demon#amand,br, Ghost ,"2,873",45.30%
5244,TBK lukzera#1998,br, Vandal ,"17,297",27.70%
5245,TBK lukzera#1998,br, Phantom ,"5,226",25.70%
5246,TBK lukzera#1998,br, Spectre ,"4,017",22.20%
5247,desire prestes a#kitar,br, Vandal ,"27,231",33.70%
5248,desire prestes a#kitar,br, Phantom ,"5,473",29.00%
5249,desire prestes a#kitar,br, Ghost ,"2,557",38.80%
5250,jzn xit ツ#aimxd,br, Vandal ,"22,394",36.60%
5251,jzn xit ツ#aimxd,br, Sheriff ,"4,478",50.40%
5252,jzn xit ツ#aimxd,br, Phantom ,"3,147",30.80%
5253,Nando#17y,br, Vandal ,"26,209",39.80%
5254,Nando#17y,br, Operator ,"5,014",8.20%
5255,Nando#17y,br, Spectre ,"4,237",21.50%
5256,ヤングスター#MÃE,br, Vandal ,"16,081",36.10%
5257,ヤングスター#MÃE,br, Spectre ,"2,110",27.30%
5258,ヤングスター#MÃE,br, Phantom ,"1,988",32.00%
5259,dods japard#pug,br, Vandal ,"26,979",43.80%
5260,dods japard#pug,br, Phantom ,"12,926",38.10%
5261,dods japard#pug,br, Operator ,"3,895",11.80%
5262,SnT Sttlolo#doido,br, Odin ,"19,659",14.40%
5263,SnT Sttlolo#doido,br, Vandal ,"6,414",25.20%
5264,SnT Sttlolo#doido,br, Classic ,"3,202",28.00%
5265,GanTerw0w#Satto,br, Vandal ,"8,060",47.50%
5266,GanTerw0w#Satto,br, Phantom ,"1,756",39.20%
5267,GanTerw0w#Satto,br, Ghost ,"1,074",47.00%
5268,Twitch Bingulz#MURO,br, Vandal ,"48,542",32.30%
5269,Twitch Bingulz#MURO,br, Phantom ,"12,243",30.20%
5270,Twitch Bingulz#MURO,br, Ghost ,"5,156",36.60%
5271,shw#GOD,br, Vandal ,"15,676",30.40%
5272,shw#GOD,br, Phantom ,"3,106",25.10%
5273,shw#GOD,br, Spectre ,"1,998",21.70%
5274,Kring#DJk,br, Vandal ,"19,290",38.00%
5275,Kring#DJk,br, Phantom ,"3,675",27.60%
5276,Kring#DJk,br, Ghost ,"2,678",37.80%
5277,gigi gostosa#vctr,br, Vandal ,"16,744",40.20%
5278,gigi gostosa#vctr,br, Phantom ,"6,715",36.60%
5279,gigi gostosa#vctr,br, Ghost ,"2,581",42.90%
5280,trajAN1sk#focus,br, Vandal ,"20,813",30.60%
5281,trajAN1sk#focus,br, Phantom ,"3,431",25.40%
5282,trajAN1sk#focus,br, Ghost ,"2,351",38.30%
5283,LIBERTY tockers#lau,br, Vandal ,"14,383",41.00%
5284,LIBERTY tockers#lau,br, Phantom ,"9,480",36.90%
5285,LIBERTY tockers#lau,br, Ghost ,"2,453",49.10%
5286,vulgo gostosa#LLL,br, Vandal ,"11,350",37.40%
5287,vulgo gostosa#LLL,br, Sheriff ,"1,527",50.90%
5288,vulgo gostosa#LLL,br, Phantom ,"1,156",31.70%
5289,RomanRiquelme#oxen,br, Vandal ,"9,335",45.80%
5290,RomanRiquelme#oxen,br, Phantom ,"1,091",37.30%
5291,RomanRiquelme#oxen,br, Spectre ,982,29.40%
5292,i miss her#ruiva,br, Vandal ,"13,525",35.10%
5293,i miss her#ruiva,br, Phantom ,"2,441",30.80%
5294,i miss her#ruiva,br, Ghost ,"1,481",36.80%
5295,DTG#1102,br, Vandal ,"12,181",36.20%
5296,DTG#1102,br, Phantom ,"1,899",32.10%
5297,DTG#1102,br, Ghost ,"1,866",45.00%
5298,DiMAS#TF2,br, Vandal ,"23,862",39.70%
5299,DiMAS#TF2,br, Phantom ,"6,039",34.20%
5300,DiMAS#TF2,br, Guardian ,"3,637",53.50%
5301,rood xo#420,br, Vandal ,"17,790",29.90%
5302,rood xo#420,br, Phantom ,"6,520",28.40%
5303,rood xo#420,br, Spectre ,"2,269",24.60%
5304,dth 運#2007,br, Vandal ,"25,328",42.40%
5305,dth 運#2007,br, Ghost ,"3,222",47.80%
5306,dth 運#2007,br, Phantom ,"2,948",35.70%
5307,Liquid joojina99#xnn,br, Vandal ,"26,714",35.30%
5308,Liquid joojina99#xnn,br, Spectre ,"4,159",21.70%
5309,Liquid joojina99#xnn,br, Ghost ,"3,103",41.00%
5310,Pertile#snk,br, Vandal ,"16,293",38.10%
5311,Pertile#snk,br, Spectre ,"2,554",26.80%
5312,Pertile#snk,br, Ghost ,"2,466",39.40%
5313,arctic#SCCP,br, Vandal ,"36,060",36.10%
5314,arctic#SCCP,br, Phantom ,"8,420",29.10%
5315,arctic#SCCP,br, Operator ,"5,377",7.80%
5316,AJF crocs#spike,br, Vandal ,"37,572",38.70%
5317,AJF crocs#spike,br, Operator ,"16,965",10.70%
5318,AJF crocs#spike,br, Phantom ,"12,884",32.70%
5319,Jot1nha#twTv,br, Vandal ,"23,742",41.10%
5320,Jot1nha#twTv,br, Phantom ,"13,524",35.00%
5321,Jot1nha#twTv,br, Operator ,"4,776",13.40%
5322,Twitch mibekfpss#CHIMO,br, Vandal ,"10,848",40.90%
5323,Twitch mibekfpss#CHIMO,br, Phantom ,"3,311",36.10%
5324,Twitch mibekfpss#CHIMO,br, Sheriff ,"1,766",48.30%
5325,t c KU o sujo#amplo,br, Vandal ,"52,834",33.20%
5326,t c KU o sujo#amplo,br, Phantom ,"21,746",30.00%
5327,t c KU o sujo#amplo,br, Sheriff ,"5,658",41.60%
5328,gonfinho#xirlv,br, Vandal ,"7,737",32.70%
5329,gonfinho#xirlv,br, Phantom ,"1,719",30.60%
5330,gonfinho#xirlv,br, Spectre ,924,21.30%
5331,NaNoWfps#Newba,br, Vandal ,"11,899",39.10%
5332,NaNoWfps#Newba,br, Phantom ,"3,101",34.80%
5333,NaNoWfps#Newba,br, Sheriff ,"2,035",44.50%
5334,snw#awp,br, Vandal ,"32,325",42.00%
5335,snw#awp,br, Operator ,"13,808",11.20%
5336,snw#awp,br, Phantom ,"9,954",33.90%
5337,Liquid daiki#isz,br, Vandal ,"31,099",41.50%
5338,Liquid daiki#isz,br, Ghost ,"4,528",47.70%
5339,Liquid daiki#isz,br, Sheriff ,"3,263",60.00%
5340,END Ralf#GAME,br, Vandal ,"10,472",38.70%
5341,END Ralf#GAME,br, Phantom ,"4,951",32.30%
5342,END Ralf#GAME,br, Operator ,"2,441",8.60%
5343,pepzet 天#EBG,br, Vandal ,"9,426",43.20%
5344,pepzet 天#EBG,br, Phantom ,"2,409",37.30%
5345,pepzet 天#EBG,br, Operator ,"2,032",10.00%
5346,tooug#13y,br, Vandal ,"39,960",47.40%
5347,tooug#13y,br, Phantom ,"16,879",42.40%
5348,tooug#13y,br, Sheriff ,"7,142",67.40%
5349,Cheesy#sorry,br, Vandal ,"17,920",34.10%
5350,Cheesy#sorry,br, Ghost ,"1,861",44.70%
5351,Cheesy#sorry,br, Phantom ,"1,787",28.80%
5352,Jett#WWWWW,br, Vandal ,"20,037",36.80%
5353,Jett#WWWWW,br, Phantom ,"5,482",32.60%
5354,Jett#WWWWW,br, Operator ,"3,137",9.70%
5355,Cecil Demon#MVP,br, Vandal ,"4,394",33.30%
5356,Cecil Demon#MVP,br, Sheriff ,526,39.10%
5357,Cecil Demon#MVP,br, Ghost ,516,36.10%
5358,breninh7b#hubCF,br, Vandal ,"30,206",27.30%
5359,breninh7b#hubCF,br, Phantom ,"6,825",24.70%
5360,breninh7b#hubCF,br, Spectre ,"3,972",22.70%
5361,TURKISH HAHAHAHA#aimer,br, Vandal ,"21,105",43.50%
5362,TURKISH HAHAHAHA#aimer,br, Ghost ,"2,700",46.40%
5363,TURKISH HAHAHAHA#aimer,br, Phantom ,"2,583",34.50%
5364,LOUD m4nd#mari,br, Vandal ,"20,705",35.10%
5365,LOUD m4nd#mari,br, Phantom ,"13,446",31.50%
5366,LOUD m4nd#mari,br, Ghost ,"3,845",38.80%
5367,kayro#ctd,br, Vandal ,"31,375",34.00%
5368,kayro#ctd,br, Phantom ,"14,961",29.80%
5369,kayro#ctd,br, Operator ,"4,815",11.00%
5370,peixeh#ctxxx,br, Vandal ,"19,992",33.30%
5371,peixeh#ctxxx,br, Phantom ,"5,550",29.60%
5372,peixeh#ctxxx,br, Operator ,"2,872",13.60%
5373,LК ж#6924,br, Vandal ,"14,787",32.00%
5374,LК ж#6924,br, Phantom ,"4,677",28.70%
5375,LК ж#6924,br, Ghost ,"1,916",35.70%
5376,Liquid bizerra#dom,br, Vandal ,"21,019",30.60%
5377,Liquid bizerra#dom,br, Spectre ,"3,042",21.60%
5378,Liquid bizerra#dom,br, Ghost ,"2,091",37.20%
5379,Seeyun#2071,br, Vandal ,"28,327",43.00%
5380,Seeyun#2071,br, Phantom ,"4,868",36.70%
5381,Seeyun#2071,br, Ghost ,"3,851",46.70%
5382,eueueue#May,br, Vandal ,"7,374",33.80%
5383,eueueue#May,br, Phantom ,"1,677",32.60%
5384,eueueue#May,br, Spectre ,918,27.30%
5385,francez#lckin,br, Vandal ,"10,316",45.70%
5386,francez#lckin,br, Phantom ,"1,426",39.30%
5387,francez#lckin,br, Ghost ,"1,142",47.90%
5388,fish#18y,br, Vandal ,"14,537",30.10%
5389,fish#18y,br, Phantom ,"2,180",27.30%
5390,fish#18y,br, Ghost ,"1,653",31.50%
5391,00 fameziN#życie,br, Vandal ,"12,341",34.80%
5392,00 fameziN#życie,br, Phantom ,"4,584",30.90%
5393,00 fameziN#życie,br, Ghost ,"1,870",38.90%
5394,poti#3003,br, Vandal ,"31,766",47.50%
5395,poti#3003,br, Phantom ,"9,999",42.00%
5396,poti#3003,br, Ghost ,"5,402",51.80%
5397,END Stwz1#STW,br, Vandal ,"12,525",33.80%
5398,END Stwz1#STW,br, Phantom ,"4,211",29.80%
5399,END Stwz1#STW,br, Ghost ,"1,528",35.30%
5400,Docks#o que,br, Vandal ,"10,404",26.00%
5401,Docks#o que,br, Phantom ,"6,652",23.70%
5402,Docks#o que,br, Operator ,"3,233",6.90%
5403,UNN jotavê#SCR,br, Vandal ,"19,790",40.40%
5404,UNN jotavê#SCR,br, Phantom ,"5,522",34.70%
5405,UNN jotavê#SCR,br, Sheriff ,"2,740",50.50%
5406,Urango xo#MIXX,br, Vandal ,"43,260",38.80%
5407,Urango xo#MIXX,br, Phantom ,"18,687",33.50%
5408,Urango xo#MIXX,br, Sheriff ,"5,720",53.80%
5409,Liquid bstrdd#kha,br, Vandal ,"25,563",40.70%
5410,Liquid bstrdd#kha,br, Phantom ,"9,507",37.60%
5411,Liquid bstrdd#kha,br, Ghost ,"4,390",45.30%
5412,FG Czewick#jsz,br, Vandal ,"23,607",38.80%
5413,FG Czewick#jsz,br, Phantom ,"6,383",35.40%
5414,FG Czewick#jsz,br, Ghost ,"3,304",46.90%
5415,twitch nuuhfps#lay,br, Vandal ,"30,612",40.90%
5416,twitch nuuhfps#lay,br, Operator ,"17,761",8.60%
5417,twitch nuuhfps#lay,br, Phantom ,"13,354",37.40%
5418,belga        恋 A#777,br, Vandal ,"6,176",38.40%
5419,belga        恋 A#777,br, Phantom ,"1,731",32.10%
5420,belga        恋 A#777,br, Sheriff ,662,50.30%
5421,luk xo#rvl,br, Vandal ,"29,282",38.50%
5422,luk xo#rvl,br, Phantom ,"11,115",34.40%
5423,luk xo#rvl,br, Operator ,"4,220",9.00%
5424,str0ndawOo#XXT,br, Vandal ,"31,562",38.40%
5425,str0ndawOo#XXT,br, Phantom ,"14,714",34.10%
5426,str0ndawOo#XXT,br, Ghost ,"5,073",43.30%
5427,ODK jacob#inn,br, Vandal ,"11,851",33.50%
5428,ODK jacob#inn,br, Phantom ,"3,211",27.70%
5429,ODK jacob#inn,br, Ghost ,"1,769",39.90%
5430,vinizin#demon,br, Vandal ,"6,324",31.30%
5431,vinizin#demon,br, Operator ,"1,911",8.90%
5432,vinizin#demon,br, Spectre ,"1,166",23.10%
5433,mAts#60hz,br, Vandal ,"18,468",39.10%
5434,mAts#60hz,br, Phantom ,"11,032",34.90%
5435,mAts#60hz,br, Ghost ,"2,615",42.80%
5436,IMT LEO#18816,br, Vandal ,"7,242",35.50%
5437,IMT LEO#18816,br, Phantom ,"2,002",32.70%
5438,IMT LEO#18816,br, Ghost ,972,39.30%
5439,teteuz1k#xiter,br, Vandal ,"21,889",42.00%
5440,teteuz1k#xiter,br, Phantom ,"3,814",36.50%
5441,teteuz1k#xiter,br, Ghost ,"2,990",50.90%
5442,TDY#505,br, Vandal ,"22,604",40.80%
5443,TDY#505,br, Phantom ,"12,896",37.80%
5444,TDY#505,br, Ghost ,"4,586",49.80%
5445,Lewa#øøø,br, Vandal ,"27,730",43.00%
5446,Lewa#øøø,br, Phantom ,"4,743",37.60%
5447,Lewa#øøø,br, Ghost ,"3,098",44.20%
5448,LIBERTY PΣPΔ#pig1,br, Vandal ,"23,997",38.30%
5449,LIBERTY PΣPΔ#pig1,br, Phantom ,"13,568",34.10%
5450,LIBERTY PΣPΔ#pig1,br, Ghost ,"3,967",45.20%
5451,EvoLuZionz#iwnl,br, Vandal ,"5,028",28.10%
5452,EvoLuZionz#iwnl,br, Phantom ,"1,479",25.90%
5453,EvoLuZionz#iwnl,br, Sheriff ,686,42.40%
5454,NWSNWSNWSNWSNWS1#hope,br, Vandal ,"3,984",38.30%
5455,NWSNWSNWSNWSNWS1#hope,br, Phantom ,"1,131",32.60%
5456,NWSNWSNWSNWSNWS1#hope,br, Sheriff ,609,43.70%
5457,leoz#4i20,br, Vandal ,"28,051",28.40%
5458,leoz#4i20,br, Phantom ,"9,504",26.50%
5459,leoz#4i20,br, Ghost ,"2,720",39.50%
5460,nw 彡#16y,br, Vandal ,"19,296",37.90%
5461,nw 彡#16y,br, Ghost ,"2,465",41.70%
5462,nw 彡#16y,br, Phantom ,"1,947",36.20%
5463,UNION vkzinn#aaa,br, Vandal ,"5,702",45.30%
5464,UNION vkzinn#aaa,br, Phantom ,"2,235",42.20%
5465,UNION vkzinn#aaa,br, Sheriff ,914,57.80%
5466,Toxx#D3M0,br, Vandal ,"7,856",30.10%
5467,Toxx#D3M0,br, Phantom ,"1,311",27.40%
5468,Toxx#D3M0,br, Ghost ,"1,104",39.40%
5469,twitch ziulfps#7777,br, Vandal ,"9,923",38.70%
5470,twitch ziulfps#7777,br, Phantom ,"2,244",34.40%
5471,twitch ziulfps#7777,br, Sheriff ,"2,143",51.50%
5472,AK fenNy#Coalf,br, Vandal ,"6,612",46.40%
5473,AK fenNy#Coalf,br, Phantom ,"2,344",38.40%
5474,AK fenNy#Coalf,br, Operator ,"1,538",8.30%
5475,PKX OPIKA#Croиa,br, Vandal ,"12,913",41.80%
5476,PKX OPIKA#Croиa,br, Phantom ,"4,906",34.70%
5477,PKX OPIKA#Croиa,br, Spectre ,"1,515",23.70%
5478,pdrziN#14,br, Vandal ,"13,760",40.10%
5479,pdrziN#14,br, Phantom ,"5,756",33.10%
5480,pdrziN#14,br, Ghost ,"2,206",44.60%
5481,ODK Tisora#zzz,br, Vandal ,"31,763",33.30%
5482,ODK Tisora#zzz,br, Phantom ,"9,744",28.10%
5483,ODK Tisora#zzz,br, Operator ,"5,195",6.20%
5484,mgS#O13,br, Vandal ,"19,644",28.60%
5485,mgS#O13,br, Phantom ,"3,404",26.50%
5486,mgS#O13,br, Spectre ,"2,660",20.10%
5487,karsteN#26y,br, Vandal ,"32,746",30.10%
5488,karsteN#26y,br, Phantom ,"18,672",26.20%
5489,karsteN#26y,br, Spectre ,"6,324",18.80%
5490,raony#expug,br, Vandal ,"14,932",29.40%
5491,raony#expug,br, Phantom ,"6,564",25.30%
5492,raony#expug,br, Operator ,"2,929",11.10%
5493,Trackker#fps,br, Vandal ,"21,320",26.10%
5494,Trackker#fps,br, Phantom ,"7,491",23.80%
5495,Trackker#fps,br, Ghost ,"3,697",36.00%
5496,RED gaabxx#is22,br, Vandal ,"15,231",34.70%
5497,RED gaabxx#is22,br, Phantom ,"4,148",29.60%
5498,RED gaabxx#is22,br, Operator ,"3,242",8.20%
5499,EBG htm 弹性#ORNEE,br, Vandal ,"8,038",46.40%
5500,EBG htm 弹性#ORNEE,br, Phantom ,"1,328",38.20%
5501,EBG htm 弹性#ORNEE,br, Ghost ,857,48.20%
5502,leИИon#luisa,br, Vandal ,"12,297",36.60%
5503,leИИon#luisa,br, Phantom ,"4,401",32.30%
5504,leИИon#luisa,br, Operator ,"4,091",12.20%
5505,spaayy#demon,br, Vandal ,"20,965",39.70%
5506,spaayy#demon,br, Phantom ,"6,372",36.30%
5507,spaayy#demon,br, Spectre ,"3,075",26.80%
5508,lauz1n#1959,br, Vandal ,"14,141",33.20%
5509,lauz1n#1959,br, Phantom ,"7,852",28.90%
5510,lauz1n#1959,br, Sheriff ,"2,428",49.80%
5511,łopesвoy#777,br, Vandal ,"16,224",34.20%
5512,łopesвoy#777,br, Phantom ,"12,962",30.20%
5513,łopesвoy#777,br, Spectre ,"3,201",24.70%
5514,cezin#14y,br, Vandal ,"15,337",32.50%
5515,cezin#14y,br, Spectre ,"3,037",18.20%
5516,cezin#14y,br, Phantom ,"2,948",24.30%
5517,OWL hxppy#vasco,br, Vandal ,"15,717",30.00%
5518,OWL hxppy#vasco,br, Phantom ,"3,373",24.70%
5519,OWL hxppy#vasco,br, Operator ,"2,135",8.90%
5520,RUMO VCB  FAORG#Loony,br, Vandal ,"6,534",38.90%
5521,RUMO VCB  FAORG#Loony,br, Phantom ,"2,177",35.00%
5522,RUMO VCB  FAORG#Loony,br, Sheriff ,"1,520",52.50%
5523,Blastz#bla,br, Vandal ,"20,074",36.20%
5524,Blastz#bla,br, Phantom ,"8,800",31.20%
5525,Blastz#bla,br, Spectre ,"2,366",25.20%
5526,STELLAE panda#space,br, Vandal ,"26,419",46.40%
5527,STELLAE panda#space,br, Phantom ,"5,268",39.90%
5528,STELLAE panda#space,br, Sheriff ,"3,214",58.30%
5529,sobrunin#0800,br, Vandal ,"28,190",33.80%
5530,sobrunin#0800,br, Phantom ,"2,579",29.00%
5531,sobrunin#0800,br, Bulldog ,"2,547",31.90%
5532,sarifo#titi,br, Vandal ,"27,538",39.40%
5533,sarifo#titi,br, Phantom ,"7,841",31.80%
5534,sarifo#titi,br, Operator ,"6,457",10.00%
5535,GbL#FLA,br, Vandal ,"10,141",31.40%
5536,GbL#FLA,br, Bulldog ,"1,588",28.80%
5537,GbL#FLA,br, Phantom ,"1,399",26.60%
5538,asta#wii,br, Vandal ,"37,672",36.20%
5539,asta#wii,br, Phantom ,"16,632",30.20%
5540,asta#wii,br, Ghost ,"6,165",39.50%
5541,HagonIV#zoom,br, Vandal ,"17,262",44.20%
5542,HagonIV#zoom,br, Phantom ,"5,182",37.90%
5543,HagonIV#zoom,br, Sheriff ,"2,449",57.30%
5544,çççÇççç#96969,br, Vandal ,"13,527",39.10%
5545,çççÇççç#96969,br, Operator ,"2,919",9.80%
5546,çççÇççç#96969,br, Ghost ,"1,508",43.20%
5547,00 antg#kwz,br, Vandal ,"26,335",32.30%
5548,00 antg#kwz,br, Phantom ,"5,906",28.70%
5549,00 antg#kwz,br, Ghost ,"3,200",35.40%
5550,Mathi#18Uru,br, Vandal ,"6,145",41.80%
5551,Mathi#18Uru,br, Phantom ,"1,412",33.10%
5552,Mathi#18Uru,br, Sheriff ,889,51.80%
5553,00 sayuri#sai,br, Vandal ,"16,889",24.20%
5554,00 sayuri#sai,br, Phantom ,"2,475",18.30%
5555,00 sayuri#sai,br, Ghost ,"2,249",31.10%
5556,tuca#アイドル,br, Vandal ,"14,443",35.70%
5557,tuca#アイドル,br, Phantom ,"6,473",28.60%
5558,tuca#アイドル,br, Sheriff ,"1,843",56.40%
5559,n0gzera#421,br, Vandal ,"20,671",37.40%
5560,n0gzera#421,br, Phantom ,"8,863",33.80%
5561,n0gzera#421,br, Operator ,"3,755",8.60%
5562,Zek#liso,br, Phantom ,"16,054",37.70%
5563,Zek#liso,br, Vandal ,"13,291",39.30%
5564,Zek#liso,br, Spectre ,"3,238",32.00%
5565,Yuta Runner 88#emi,br, Vandal ,"24,209",36.00%
5566,Yuta Runner 88#emi,br, Phantom ,"6,716",31.50%
5567,Yuta Runner 88#emi,br, Spectre ,"3,424",21.10%
5568,plast1cfingers#ERB,br, Vandal ,"5,446",25.00%
5569,plast1cfingers#ERB,br, Phantom ,"1,726",22.30%
5570,plast1cfingers#ERB,br, Ghost ,546,34.00%
5571,ANTI Jaguar#ITNK,br, Vandal ,"15,449",32.50%
5572,ANTI Jaguar#ITNK,br, Phantom ,"7,186",30.00%
5573,ANTI Jaguar#ITNK,br, Ghost ,"2,970",34.00%
5574,macizin#0epf,br, Vandal ,"11,731",35.90%
5575,macizin#0epf,br, Phantom ,"2,495",31.50%
5576,macizin#0epf,br, Spectre ,"1,441",23.20%
5577,fzkk77#zykk,br, Vandal ,"19,533",30.20%
5578,fzkk77#zykk,br, Phantom ,"13,155",27.70%
5579,fzkk77#zykk,br, Ghost ,"3,013",36.10%
5580,TOTALE physk1#2576,br, Vandal ,"2,373",45.00%
5581,TOTALE physk1#2576,br, Spectre ,379,32.70%
5582,TOTALE physk1#2576,br, Frenzy ,325,31.20%
5583,bgt 彡#777,br, Vandal ,"9,160",24.60%
5584,bgt 彡#777,br, Phantom ,"2,502",20.90%
5585,bgt 彡#777,br, Ghost ,"1,285",29.30%
5586,111111#pug,br, Vandal ,"9,527",36.70%
5587,111111#pug,br, Phantom ,"2,997",32.00%
5588,111111#pug,br, Ghost ,"1,446",41.60%
5589,tzk#0201,br, Vandal ,"22,491",30.20%
5590,tzk#0201,br, Sheriff ,"3,389",44.30%
5591,tzk#0201,br, Phantom ,"3,251",22.20%
5592,Pierre#LPR,br, Vandal ,"12,671",31.50%
5593,Pierre#LPR,br, Phantom ,"5,757",28.30%
5594,Pierre#LPR,br, Ghost ,"1,990",36.80%
5595,Don Omar#PCO,br, Vandal ,"5,338",35.80%
