no,username,region,Weapon,kills,headshot(%)
2405,PRX alecks#133,ap, Sheriff ,"2,272",46.20%
2406,ผมโปร1tapละแดซEZ#yuki,ap, Vandal ,"27,544",52.50%
2407,ผมโปร1tapละแดซEZ#yuki,ap, Phantom ,"5,301",45.20%
2408,ผมโปร1tapละแดซEZ#yuki,ap, Ghost ,"3,680",52.00%
2409,TLN garnetS#0v0,ap, Vandal ,"40,894",43.10%
2410,TLN garnetS#0v0,ap, Operator ,"12,988",9.80%
2411,TLN garnetS#0v0,ap, Phantom ,"9,145",37.60%
2412,grumble#1111,ap, Vandal ,"32,855",46.30%
2413,grumble#1111,ap, Phantom ,"6,450",35.70%
2414,grumble#1111,ap, Sheriff ,"4,050",62.80%
2415,JDT iZu#pro,ap, Vandal ,"6,065",43.70%
2416,JDT iZu#pro,ap, Phantom ,"1,952",39.90%
2417,JDT iZu#pro,ap, Operator ,945,7.20%
2418,weTeamIsBestTeam#wtibt,ap, Vandal ,"10,095",42.60%
2419,weTeamIsBestTeam#wtibt,ap, Phantom ,"3,885",38.80%
2420,weTeamIsBestTeam#wtibt,ap, Operator ,"3,305",7.40%
2421,ผมjett lurk#bami,ap, Vandal ,"35,066",39.90%
2422,ผมjett lurk#bami,ap, Phantom ,"12,189",34.20%
2423,ผมjett lurk#bami,ap, Operator ,"6,510",7.60%
2424,SantaGolf#มาแจก,ap, Vandal ,"38,587",31.20%
2425,SantaGolf#มาแจก,ap, Ghost ,"4,672",39.40%
2426,SantaGolf#มาแจก,ap, Spectre ,"3,643",20.60%
2427,Leviathan#Bell,ap, Vandal ,"28,591",34.90%
2428,Leviathan#Bell,ap, Phantom ,"9,950",31.50%
2429,Leviathan#Bell,ap, Spectre ,"4,738",25.10%
2430,PRX something#112,ap, Vandal ,"27,958",42.60%
2431,PRX something#112,ap, Operator ,"4,785",8.60%
2432,PRX something#112,ap, Sheriff ,"3,887",44.90%
2433,虎牙073958丶xYU#913,ap, Vandal ,"5,642",37.00%
2434,虎牙073958丶xYU#913,ap, Phantom ,"1,911",35.50%
2435,虎牙073958丶xYU#913,ap, Sheriff ,883,66.60%
2436,X choihyunwoo#Xer,ap, Vandal ,"6,133",44.60%
2437,X choihyunwoo#Xer,ap, Phantom ,"2,657",36.80%
2438,X choihyunwoo#Xer,ap, Operator ,"2,005",7.10%
2439,SDC UdoTan#GJSDC,ap, Vandal ,"9,817",36.20%
2440,SDC UdoTan#GJSDC,ap, Phantom ,"2,774",35.20%
2441,SDC UdoTan#GJSDC,ap, Sheriff ,"1,301",51.40%
2442,kellyS#MJC,ap, Phantom ,"26,208",30.20%
2443,kellyS#MJC,ap, Vandal ,"14,067",32.00%
2444,kellyS#MJC,ap, Ghost ,"5,216",36.90%
2445,vici#2288,ap, Vandal ,"9,188",43.60%
2446,vici#2288,ap, Ghost ,"1,119",52.00%
2447,vici#2288,ap, Sheriff ,746,63.50%
2448,FANCY gin#0502,ap, Vandal ,"55,833",42.00%
2449,FANCY gin#0502,ap, Phantom ,"10,816",37.80%
2450,FANCY gin#0502,ap, Operator ,"8,247",9.70%
2451,GK diseased#999,ap, Vandal ,"30,022",39.00%
2452,GK diseased#999,ap, Phantom ,"5,297",33.20%
2453,GK diseased#999,ap, Ghost ,"2,703",40.70%
2454,X stew#Xer,ap, Vandal ,"6,668",47.10%
2455,X stew#Xer,ap, Phantom ,"3,171",42.60%
2456,X stew#Xer,ap, Operator ,"1,806",10.80%
2457,Secret BORKUM#1202,ap, Vandal ,"18,979",30.10%
2458,Secret BORKUM#1202,ap, Phantom ,"9,479",28.10%
2459,Secret BORKUM#1202,ap, Spectre ,"3,339",23.20%
2460,ผมสแนปเอาปะ#นอกจอ,ap, Vandal ,"15,036",48.70%
2461,ผมสแนปเอาปะ#นอกจอ,ap, Ghost ,"1,852",48.60%
2462,ผมสแนปเอาปะ#นอกจอ,ap, Sheriff ,"1,459",59.50%
2463,nif#nwjns,ap, Vandal ,"17,733",35.20%
2464,nif#nwjns,ap, Phantom ,"4,378",29.50%
2465,nif#nwjns,ap, Spectre ,"2,477",23.80%
2466,Cloy#7379,ap, Vandal ,"17,340",50.70%
2467,Cloy#7379,ap, Phantom ,"6,325",44.60%
2468,Cloy#7379,ap, Ghost ,"2,834",51.90%
2469,naXD#eProd,ap, Vandal ,"14,435",36.60%
2470,naXD#eProd,ap, Phantom ,"11,038",26.00%
2471,naXD#eProd,ap, Spectre ,"3,491",20.90%
2472,XOXO umaruchans#demon,ap, Vandal ,"20,349",43.20%
2473,XOXO umaruchans#demon,ap, Phantom ,"4,700",32.40%
2474,XOXO umaruchans#demon,ap, Ghost ,"2,191",48.10%
2475,endo#ivy,ap, Vandal ,"29,657",36.80%
2476,endo#ivy,ap, Phantom ,"6,928",29.30%
2477,endo#ivy,ap, Spectre ,"4,392",23.10%
2478,Dambi#Curse,ap, Vandal ,"6,671",39.90%
2479,Dambi#Curse,ap, Phantom ,"4,074",37.00%
2480,Dambi#Curse,ap, Operator ,"1,230",8.00%
2481,Madelyn#xyNe,ap, Vandal ,"12,997",36.10%
2482,Madelyn#xyNe,ap, Phantom ,"3,086",32.60%
2483,Madelyn#xyNe,ap, Spectre ,"1,634",24.50%
2484,blurred#shaun,ap, Vandal ,"19,068",30.70%
2485,blurred#shaun,ap, Phantom ,"4,290",26.70%
2486,blurred#shaun,ap, Operator ,"2,756",6.00%
2487,TLN foxz#foxu,ap, Vandal ,"27,101",37.00%
2488,TLN foxz#foxu,ap, Phantom ,"6,705",31.10%
2489,TLN foxz#foxu,ap, Ghost ,"4,393",43.00%
2490,X10 WAYNE#606,ap, Vandal ,"36,862",39.30%
2491,X10 WAYNE#606,ap, Phantom ,"10,113",33.80%
2492,X10 WAYNE#606,ap, Ghost ,"4,858",46.30%
2493,FANCY YESicaN#7777,ap, Vandal ,"22,581",44.30%
2494,FANCY YESicaN#7777,ap, Phantom ,"7,797",33.80%
2495,FANCY YESicaN#7777,ap, Ghost ,"2,807",45.40%
2496,虎牙 杰米GEmini#0516,ap, Vandal ,"8,443",37.30%
2497,虎牙 杰米GEmini#0516,ap, Phantom ,"1,785",33.60%
2498,虎牙 杰米GEmini#0516,ap, Operator ,"1,228",8.40%
2499,Yinghuakayaแตก#stfu,ap, Vandal ,"27,514",32.90%
2500,Yinghuakayaแตก#stfu,ap, Phantom ,"7,932",28.30%
2501,Yinghuakayaแตก#stfu,ap, Ghost ,"3,102",35.50%
2502,FS Teerapong#0208,ap, Vandal ,"16,391",39.70%
2503,FS Teerapong#0208,ap, Phantom ,"5,014",34.00%
2504,FS Teerapong#0208,ap, Ghost ,"1,780",40.40%
2505,ShinJaeyoung#韩国人,ap, Vandal ,"11,584",40.60%
2506,ShinJaeyoung#韩国人,ap, Operator ,"1,871",11.00%
2507,ShinJaeyoung#韩国人,ap, Phantom ,"1,484",37.10%
2508,coconut#sir,ap, Vandal ,"50,434",46.30%
2509,coconut#sir,ap, Phantom ,"13,261",36.30%
2510,coconut#sir,ap, Sheriff ,"7,725",62.50%
2511,seify#mskof,ap, Vandal ,"20,367",47.10%
2512,seify#mskof,ap, Phantom ,"6,576",40.00%
2513,seify#mskof,ap, Sheriff ,"2,852",62.60%
2514,WGS YUNSEUNG#2006,ap, Vandal ,"8,269",39.60%
2515,WGS YUNSEUNG#2006,ap, Phantom ,"2,724",35.30%
2516,WGS YUNSEUNG#2006,ap, Odin ,"1,949",16.10%
2517,PRX Jinggg#Jing,ap, Vandal ,"33,800",35.30%
2518,PRX Jinggg#Jing,ap, Spectre ,"4,887",20.60%
2519,PRX Jinggg#Jing,ap, Frenzy ,"3,126",24.30%
2520,SG Sh0paN#Dior,ap, Vandal ,"25,381",30.30%
2521,SG Sh0paN#Dior,ap, Phantom ,"11,988",26.60%
2522,SG Sh0paN#Dior,ap, Sheriff ,"3,568",44.70%
2523,GE t3xture#GEWlN,ap, Phantom ,"14,473",42.50%
2524,GE t3xture#GEWlN,ap, Operator ,"4,396",5.10%
2525,GE t3xture#GEWlN,ap, Ghost ,"2,566",55.20%
2526,RC BRIAN#000,ap, Vandal ,"50,330",44.30%
2527,RC BRIAN#000,ap, Sheriff ,"7,518",55.40%
2528,RC BRIAN#000,ap, Ghost ,"6,153",45.20%
2529,NKT sojus0da#soda,ap, Vandal ,"30,718",42.70%
2530,NKT sojus0da#soda,ap, Phantom ,"11,614",38.10%
2531,NKT sojus0da#soda,ap, Ghost ,"4,598",49.40%
2532,JDT Kimuchi美味#ぬぬぬぅ,ap, Vandal ,"14,982",38.60%
2533,JDT Kimuchi美味#ぬぬぬぅ,ap, Phantom ,"7,802",35.90%
2534,JDT Kimuchi美味#ぬぬぬぅ,ap, Operator ,"2,664",11.50%
2535,WHO Bonobo#bono,ap, Vandal ,"22,969",45.50%
2536,WHO Bonobo#bono,ap, Phantom ,"3,464",36.60%
2537,WHO Bonobo#bono,ap, Ghost ,"2,350",47.60%
2538,Chinese Hunter#WOCAO,ap, Vandal ,"24,774",47.00%
2539,Chinese Hunter#WOCAO,ap, Sheriff ,"3,701",65.80%
2540,Chinese Hunter#WOCAO,ap, Phantom ,"3,415",40.60%
2541,tarzip#2005,ap, Phantom ,"21,531",44.40%
2542,tarzip#2005,ap, Vandal ,"4,554",48.80%
2543,tarzip#2005,ap, Ghost ,"3,624",51.40%
2544,IGZ GangPinニキ#ぎゃんぴん,ap, Vandal ,"42,337",42.80%
2545,IGZ GangPinニキ#ぎゃんぴん,ap, Phantom ,"17,240",35.30%
2546,IGZ GangPinニキ#ぎゃんぴん,ap, Ghost ,"7,620",45.90%
2547,KRX#LFT,ap, Vandal ,"29,614",38.50%
2548,KRX#LFT,ap, Phantom ,"9,217",33.90%
2549,KRX#LFT,ap, Operator ,"3,969",10.90%
2550,TYLOO 刘子应#Luo,ap, Vandal ,"15,393",38.60%
2551,TYLOO 刘子应#Luo,ap, Phantom ,"4,073",35.70%
2552,TYLOO 刘子应#Luo,ap, Ghost ,"2,061",45.10%
2553,FANCY Hyzee#min,ap, Vandal ,"25,290",40.70%
2554,FANCY Hyzee#min,ap, Phantom ,"5,388",33.50%
2555,FANCY Hyzee#min,ap, Spectre ,"3,196",31.30%
2556,PRX f0rsakeN#mave,ap, Vandal ,"46,423",42.50%
2557,PRX f0rsakeN#mave,ap, Phantom ,"12,500",37.20%
2558,PRX f0rsakeN#mave,ap, Ghost ,"7,584",46.20%
2559,OAS lil horhe#SNCD1,ap, Vandal ,"25,860",40.40%
2560,OAS lil horhe#SNCD1,ap, Phantom ,"11,988",34.20%
2561,OAS lil horhe#SNCD1,ap, Ghost ,"5,032",40.20%
2562,KZ Hao#fafa,ap, Vandal ,"11,426",46.50%
2563,KZ Hao#fafa,ap, Phantom ,"2,152",38.70%
2564,KZ Hao#fafa,ap, Ghost ,"1,424",48.50%
2565,FPX Yuiy#Huh,ap, Vandal ,"29,810",41.80%
2566,FPX Yuiy#Huh,ap, Phantom ,"8,970",37.00%
2567,FPX Yuiy#Huh,ap, Operator ,"6,346",10.70%
2568,BONK DRAGON#404,ap, Vandal ,"32,503",47.40%
2569,BONK DRAGON#404,ap, Phantom ,"9,286",38.30%
2570,BONK DRAGON#404,ap, Sheriff ,"4,911",61.30%
2571,FANCY f1cio#Keo,ap, Vandal ,"37,757",43.60%
2572,FANCY f1cio#Keo,ap, Phantom ,"9,247",33.00%
2573,FANCY f1cio#Keo,ap, Ghost ,"4,279",48.40%
2574,F0rest#XunMi,ap, Vandal ,"29,869",47.50%
2575,F0rest#XunMi,ap, Ghost ,"3,427",52.00%
2576,F0rest#XunMi,ap, Sheriff ,"2,545",59.00%
2577,TLN sushiboys#Gnash,ap, Vandal ,"16,691",35.50%
2578,TLN sushiboys#Gnash,ap, Phantom ,"8,164",30.90%
2579,TLN sushiboys#Gnash,ap, Ghost ,"3,248",39.60%
2580,Kizuno#Kush,ap, Vandal ,"8,793",34.10%
2581,Kizuno#Kush,ap, Phantom ,"3,254",29.10%
2582,Kizuno#Kush,ap, Spectre ,"1,625",18.80%
2583,4AM Lumo#5745,ap, Vandal ,"8,280",34.40%
2584,4AM Lumo#5745,ap, Phantom ,"2,850",29.80%
2585,4AM Lumo#5745,ap, Ghost ,"1,364",42.00%
2586,ENGM Divine#2000,ap, Vandal ,"26,077",42.70%
2587,ENGM Divine#2000,ap, Phantom ,"4,381",33.30%
2588,ENGM Divine#2000,ap, Ghost ,"2,980",40.80%
2589,Trident Prophet#ACE,ap, Vandal ,"15,277",26.60%
2590,Trident Prophet#ACE,ap, Phantom ,"6,222",23.60%
2591,Trident Prophet#ACE,ap, Operator ,"3,255",9.80%
2592,b1t#PRO,ap, Vandal ,"10,645",41.10%
2593,b1t#PRO,ap, Sheriff ,"1,232",48.90%
2594,b1t#PRO,ap, Ghost ,"1,203",46.60%
2595,JanTARES#OwO,ap, Vandal ,"26,596",36.60%
2596,JanTARES#OwO,ap, Sheriff ,"3,729",52.70%
2597,JanTARES#OwO,ap, Ghost ,"2,632",43.00%
2598,FAV bazz#6676,ap, Vandal ,"42,722",37.30%
2599,FAV bazz#6676,ap, Phantom ,"21,873",32.20%
2600,FAV bazz#6676,ap, Ghost ,"6,390",41.80%
2601,LFT BENECIA#LFT,ap, Vandal ,"8,828",34.10%
2602,LFT BENECIA#LFT,ap, Phantom ,"4,871",34.10%
2603,LFT BENECIA#LFT,ap, Ghost ,"1,370",40.10%
2604,xjxjxjxj#2033,ap, Vandal ,"33,516",47.90%
2605,xjxjxjxj#2033,ap, Phantom ,"4,346",40.40%
2606,xjxjxjxj#2033,ap, Sheriff ,"4,085",59.20%
2607,SG misayaplayer#9988,ap, Phantom ,"11,951",24.80%
2608,SG misayaplayer#9988,ap, Vandal ,"8,959",30.60%
2609,SG misayaplayer#9988,ap, Spectre ,"2,580",22.30%
2610,FirstLove#888,ap, Vandal ,"14,619",23.20%
2611,FirstLove#888,ap, Phantom ,"3,656",20.20%
2612,FirstLove#888,ap, Operator ,"3,005",7.00%
2613,BME Shiro#mnyt,ap, Vandal ,"25,539",37.80%
2614,BME Shiro#mnyt,ap, Phantom ,"8,858",32.90%
2615,BME Shiro#mnyt,ap, Ghost ,"4,103",42.90%
2616,Dokja#HERO,ap, Vandal ,"13,058",40.20%
2617,Dokja#HERO,ap, Phantom ,"5,061",35.30%
2618,Dokja#HERO,ap, Spectre ,"2,271",29.40%
2619,ZRIP#14166,ap, Vandal ,"26,134",34.90%
2620,ZRIP#14166,ap, Phantom ,"11,919",32.40%
2621,ZRIP#14166,ap, Spectre ,"4,252",24.80%
2622,SeolHo#0109,ap, Vandal ,"25,063",36.80%
2623,SeolHo#0109,ap, Phantom ,"7,003",33.30%
2624,SeolHo#0109,ap, Spectre ,"3,329",28.80%
2625,Secret invy#HAERN,ap, Vandal ,"20,219",42.50%
2626,Secret invy#HAERN,ap, Phantom ,"9,833",36.30%
2627,Secret invy#HAERN,ap, Ghost ,"3,252",44.70%
2628,X10 Vera#0109,ap, Vandal ,"21,869",36.00%
2629,X10 Vera#0109,ap, Phantom ,"6,321",29.60%
2630,X10 Vera#0109,ap, Operator ,"3,557",7.80%
2631,xcool3#mercy,ap, Vandal ,"34,509",42.30%
2632,xcool3#mercy,ap, Phantom ,"7,542",37.50%
2633,xcool3#mercy,ap, Ghost ,"4,657",47.70%
2634,Inf#her,ap, Vandal ,"29,460",34.60%
2635,Inf#her,ap, Phantom ,"5,111",29.50%
2636,Inf#her,ap, Ghost ,"3,273",38.20%
2637,VIT ZywOo#Sephi,ap, Vandal ,"21,875",40.20%
2638,VIT ZywOo#Sephi,ap, Phantom ,"3,510",34.30%
2639,VIT ZywOo#Sephi,ap, Operator ,"2,619",9.90%
2640,Francis#Curse,ap, Vandal ,"8,712",36.30%
2641,Francis#Curse,ap, Phantom ,"2,657",30.60%
2642,Francis#Curse,ap, Sheriff ,"1,269",49.10%
2643,Hakai#PH1,ap, Vandal ,"3,839",38.90%
2644,Hakai#PH1,ap, Phantom ,559,27.10%
2645,Hakai#PH1,ap, Ghost ,404,35.90%
2646,12425311312421#uknow,ap, Vandal ,"33,746",45.20%
2647,12425311312421#uknow,ap, Phantom ,"10,683",35.70%
2648,12425311312421#uknow,ap, Ghost ,"3,655",50.70%
2649,DRX Rb#V S,ap, Vandal ,"8,391",42.40%
2650,DRX Rb#V S,ap, Phantom ,"6,613",36.90%
2651,DRX Rb#V S,ap, Operator ,"2,854",6.40%
2652,KZ ANDY#111,ap, Vandal ,"24,028",35.60%
2653,KZ ANDY#111,ap, Operator ,"7,622",9.20%
2654,KZ ANDY#111,ap, Phantom ,"4,914",24.00%
2655,iloveRegency#ยกซด,ap, Vandal ,"40,362",42.20%
2656,iloveRegency#ยกซด,ap, Phantom ,"11,653",37.60%
2657,iloveRegency#ยกซด,ap, Operator ,"6,575",7.70%
2658,MRG Tonbo#cub,ap, Vandal ,"18,388",37.10%
2659,MRG Tonbo#cub,ap, Phantom ,"3,329",33.70%
2660,MRG Tonbo#cub,ap, Sheriff ,"2,629",52.70%
2661,AY AM A SURJEON#DrHAN,ap, Vandal ,"33,838",38.10%
2662,AY AM A SURJEON#DrHAN,ap, Phantom ,"10,313",34.60%
2663,AY AM A SURJEON#DrHAN,ap, Operator ,"5,954",6.80%
2664,KZ Riza#yabai,ap, Vandal ,"21,253",35.90%
2665,KZ Riza#yabai,ap, Phantom ,"6,960",30.90%
2666,KZ Riza#yabai,ap, Ghost ,"2,886",45.00%
2667,carpe diem#3939,ap, Vandal ,"19,180",41.40%
2668,carpe diem#3939,ap, Phantom ,"8,053",36.70%
2669,carpe diem#3939,ap, Operator ,"4,629",7.70%
2670,重生之我是小帅哥#1014,ap, Vandal ,"29,777",40.50%
2671,重生之我是小帅哥#1014,ap, Phantom ,"5,394",35.00%
2672,重生之我是小帅哥#1014,ap, Ghost ,"4,156",46.60%
2673,DVA Azami#Noona,ap, Vandal ,"26,487",28.60%
2674,DVA Azami#Noona,ap, Phantom ,"11,235",23.40%
2675,DVA Azami#Noona,ap, Spectre ,"5,376",18.40%
2676,Shir0Shark#HoMi,ap, Vandal ,"16,015",34.90%
2677,Shir0Shark#HoMi,ap, Phantom ,"7,869",30.70%
2678,Shir0Shark#HoMi,ap, Ghost ,"2,417",35.30%
2679,doflamingo#404,ap, Vandal ,"5,769",33.00%
2680,doflamingo#404,ap, Phantom ,"4,651",28.80%
2681,doflamingo#404,ap, Operator ,"2,688",8.90%
2682,Trident HuongTit#2004,ap, Vandal ,"26,732",37.70%
2683,Trident HuongTit#2004,ap, Phantom ,"5,808",31.70%
2684,Trident HuongTit#2004,ap, Ghost ,"3,848",41.40%
2685,pika pika piiiii#3838,ap, Vandal ,"7,773",34.60%
2686,pika pika piiiii#3838,ap, Phantom ,"3,868",27.60%
2687,pika pika piiiii#3838,ap, Spectre ,"1,110",22.30%
2688,canady#yoko,ap, Vandal ,"16,087",47.30%
2689,canady#yoko,ap, Phantom ,"2,076",30.30%
2690,canady#yoko,ap, Ghost ,"1,699",48.30%
2691,Martini#sasd,ap, Vandal ,"22,604",38.80%
2692,Martini#sasd,ap, Phantom ,"5,447",32.20%
2693,Martini#sasd,ap, Operator ,"3,956",10.60%
2694,FANCY Shidou#6969,ap, Vandal ,"12,943",46.90%
2695,FANCY Shidou#6969,ap, Phantom ,"4,989",37.70%
2696,FANCY Shidou#6969,ap, Ghost ,"2,046",48.60%
2697,GE monyet#0506,ap, Vandal ,"26,952",43.30%
2698,GE monyet#0506,ap, Phantom ,"10,203",37.40%
2699,GE monyet#0506,ap, Sheriff ,"4,084",54.80%
2700,SantaPot#มาแจก,ap, Vandal ,"33,204",41.50%
2701,SantaPot#มาแจก,ap, Operator ,"7,525",8.20%
2702,SantaPot#มาแจก,ap, Phantom ,"6,938",34.00%
2703,wai#141,ap, Vandal ,"19,699",44.40%
2704,wai#141,ap, Phantom ,"8,999",39.00%
2705,wai#141,ap, Sheriff ,"4,370",50.50%
2706,JELLYD シ#2g4u,ap, Vandal ,"17,329",34.70%
2707,JELLYD シ#2g4u,ap, Phantom ,"6,178",30.20%
2708,JELLYD シ#2g4u,ap, Spectre ,"2,322",21.90%
2709,DRX Zest#V S,ap, Vandal ,"6,479",46.30%
2710,DRX Zest#V S,ap, Phantom ,"2,788",41.50%
2711,DRX Zest#V S,ap, Ghost ,903,54.60%
2712,NOP Neal X#NOP,ap, Vandal ,"15,827",35.60%
2713,NOP Neal X#NOP,ap, Operator ,"4,540",7.90%
2714,NOP Neal X#NOP,ap, Phantom ,"3,087",32.70%
2715,GE skillZ#8055,ap, Vandal ,"17,502",35.00%
2716,GE skillZ#8055,ap, Phantom ,"12,312",30.90%
2717,GE skillZ#8055,ap, Spectre ,"3,534",28.40%
2718,ZenS#mjl,ap, Vandal ,"16,593",34.70%
2719,ZenS#mjl,ap, Phantom ,"6,126",32.90%
2720,ZenS#mjl,ap, Ghost ,"2,287",40.60%
2721,KAZE CHROLLO 恋#teite,ap, Vandal ,"26,374",34.10%
2722,KAZE CHROLLO 恋#teite,ap, Phantom ,"13,554",32.40%
2723,KAZE CHROLLO 恋#teite,ap, Spectre ,"4,304",23.80%
2724,lirios de pascua#2405,ap, Vandal ,"17,694",44.90%
2725,lirios de pascua#2405,ap, Phantom ,"2,908",36.90%
2726,lirios de pascua#2405,ap, Ghost ,"2,215",43.80%
2727,introvert lurk#eiei,ap, Vandal ,"17,158",41.00%
2728,introvert lurk#eiei,ap, Ghost ,"2,200",42.00%
2729,introvert lurk#eiei,ap, Phantom ,"2,126",30.60%
2730,HIKE zharwow#aden,ap, Vandal ,"29,946",35.10%
2731,HIKE zharwow#aden,ap, Phantom ,"13,427",30.60%
2732,HIKE zharwow#aden,ap, Ghost ,"4,676",40.10%
2733,RA Spitfires#LSL22,ap, Vandal ,"16,588",45.80%
2734,RA Spitfires#LSL22,ap, Phantom ,"3,952",41.30%
2735,RA Spitfires#LSL22,ap, Ghost ,"2,125",51.10%
2736,MVP slathom999#abyss,ap, Vandal ,"20,829",39.60%
2737,MVP slathom999#abyss,ap, Phantom ,"6,550",31.30%
2738,MVP slathom999#abyss,ap, Ghost ,"2,774",44.40%
2739,Stephen Curry#dubs,ap, Vandal ,"32,677",33.60%
2740,Stephen Curry#dubs,ap, Phantom ,"18,776",29.40%
2741,Stephen Curry#dubs,ap, Spectre ,"6,994",23.90%
2742,M2K M1KE#Deys,ap, Vandal ,"38,887",43.50%
2743,M2K M1KE#Deys,ap, Phantom ,"9,549",31.00%
2744,M2K M1KE#Deys,ap, Sheriff ,"5,916",57.00%
2745,Frederick#Curse,ap, Vandal ,"8,928",39.60%
2746,Frederick#Curse,ap, Phantom ,"4,870",33.40%
2747,Frederick#Curse,ap, Operator ,"1,719",8.60%
2748,LFT Nura#0309,ap, Phantom ,"15,700",34.60%
2749,LFT Nura#0309,ap, Vandal ,"6,294",39.90%
2750,LFT Nura#0309,ap, Classic ,"2,073",39.90%
2751,GodL Zey#weeee,ap, Vandal ,"29,103",41.60%
2752,GodL Zey#weeee,ap, Phantom ,"8,452",36.60%
2753,GodL Zey#weeee,ap, Ghost ,"4,866",48.40%
2754,XIA Itaoearthhhh#nfbmy,ap, Vandal ,"19,454",43.90%
2755,XIA Itaoearthhhh#nfbmy,ap, Phantom ,"8,352",37.60%
2756,XIA Itaoearthhhh#nfbmy,ap, Spectre ,"3,775",32.10%
2757,CGZ GON#TUYOI,ap, Vandal ,"17,321",41.30%
2758,CGZ GON#TUYOI,ap, Phantom ,"5,891",35.50%
2759,CGZ GON#TUYOI,ap, Sheriff ,"2,720",60.90%
2760,k1ngkappa#cheat,ap, Vandal ,"36,110",39.20%
2761,k1ngkappa#cheat,ap, Operator ,"10,034",8.30%
2762,k1ngkappa#cheat,ap, Phantom ,"8,442",31.90%
2763,C1ndeR#lft,ap, Vandal ,"15,191",40.40%
2764,C1ndeR#lft,ap, Phantom ,"5,225",36.60%
2765,C1ndeR#lft,ap, Classic ,"1,992",40.90%
2766,고수풀#맛있는,ap, Vandal ,"2,663",27.50%
2767,고수풀#맛있는,ap, Phantom ,"1,665",20.00%
2768,고수풀#맛있는,ap, Operator ,"1,251",7.30%
2769,OG theDoctorr#0000,ap, Vandal ,"45,107",40.20%
2770,OG theDoctorr#0000,ap, Phantom ,"14,435",37.30%
2771,OG theDoctorr#0000,ap, Ghost ,"6,507",49.70%
2772,BLEED Deryeon#Chloe,ap, Vandal ,"21,754",35.40%
2773,BLEED Deryeon#Chloe,ap, Phantom ,"7,039",27.70%
2774,BLEED Deryeon#Chloe,ap, Operator ,"4,175",8.40%
2775,bobziN#syx,ap, Vandal ,"13,415",43.30%
2776,bobziN#syx,ap, Phantom ,"2,941",36.30%
2777,bobziN#syx,ap, Ghost ,"1,613",43.10%
2778,KAZEAiHuoahanana#ether,ap, Vandal ,"23,002",29.40%
2779,KAZEAiHuoahanana#ether,ap, Phantom ,"8,437",26.40%
2780,KAZEAiHuoahanana#ether,ap, Spectre ,"3,999",18.60%
2781,DK Lakia#DKWIN,ap, Vandal ,"8,282",40.00%
2782,DK Lakia#DKWIN,ap, Phantom ,"1,758",37.50%
2783,DK Lakia#DKWIN,ap, Ghost ,"1,269",46.60%
2784,DYG Cryo7#17y,ap, Vandal ,"39,459",38.70%
2785,DYG Cryo7#17y,ap, Phantom ,"9,556",32.60%
2786,DYG Cryo7#17y,ap, Operator ,"6,812",9.20%
2787,Jele#JeleS,ap, Vandal ,"21,580",32.80%
2788,Jele#JeleS,ap, Phantom ,"6,326",26.50%
2789,Jele#JeleS,ap, Ghost ,"2,325",33.00%
2790,Csyth#srry,ap, Vandal ,"3,465",49.00%
2791,Csyth#srry,ap, Phantom ,862,43.10%
2792,Csyth#srry,ap, Ghost ,502,53.80%
2793,LFT Interline#celsy,ap, Vandal ,"18,356",27.60%
2794,LFT Interline#celsy,ap, Phantom ,"2,679",21.70%
2795,LFT Interline#celsy,ap, Operator ,"2,379",6.30%
2796,Wolver1ne#715,ap, Vandal ,"18,624",47.40%
2797,Wolver1ne#715,ap, Phantom ,"8,232",39.90%
2798,Wolver1ne#715,ap, Operator ,"2,914",6.20%
2799,NvNrNfNb#Or1ng,ap, Vandal ,"10,423",44.00%
2800,NvNrNfNb#Or1ng,ap, Phantom ,"3,849",40.90%
2801,NvNrNfNb#Or1ng,ap, Judge ,"1,750",12.60%
2802,Ash#seoen,ap, Vandal ,"1,886",41.40%
2803,Ash#seoen,ap, Sheriff ,307,57.10%
2804,Ash#seoen,ap, Operator ,301,6.40%
2805,King#urm0m,ap, Vandal ,"20,325",39.20%
2806,King#urm0m,ap, Phantom ,"15,798",32.80%
2807,King#urm0m,ap, Operator ,"4,701",8.40%
2808,Lanerinno#8014,ap, Vandal ,"36,190",37.50%
2809,Lanerinno#8014,ap, Phantom ,"11,183",31.30%
2810,Lanerinno#8014,ap, Sheriff ,"4,492",53.40%
2811,KAZE Zneider#hyoon,ap, Vandal ,"22,470",29.70%
2812,KAZE Zneider#hyoon,ap, Phantom ,"8,862",23.20%
2813,KAZE Zneider#hyoon,ap, Spectre ,"5,306",18.00%
2814,DrakeN#0614,ap, Vandal ,"45,306",36.30%
2815,DrakeN#0614,ap, Phantom ,"15,321",32.40%
2816,DrakeN#0614,ap, Spectre ,"8,145",25.80%
2817,sayoo2#gummi,ap, Vandal ,"14,525",41.60%
2818,sayoo2#gummi,ap, Phantom ,"10,040",36.90%
2819,sayoo2#gummi,ap, Ghost ,"2,622",50.50%
2820,MYT FisHBaLL#Jia,ap, Vandal ,"5,874",37.20%
2821,MYT FisHBaLL#Jia,ap, Phantom ,"1,410",32.70%
2822,MYT FisHBaLL#Jia,ap, Spectre ,977,24.90%
2823,az0PY7DisPU#https,ap, Vandal ,"7,603",46.70%
2824,az0PY7DisPU#https,ap, Phantom ,"1,284",40.60%
